ClusterName,MCMAC_TSC0,MCMAC_TSC0.lower,MCMAC_TSC0.upper,MCMAC_TSC1,MCMAC_TSC1.lower,MCMAC_TSC1.upper,Simulation_TSC
A1644,0.9,0.68,1.55,1.12,0.88,2.16,0.26
