ClusterName,MCMAC_TSC0,MCMAC_TSC0.lower,MCMAC_TSC0.upper,MCMAC_TSC1,MCMAC_TSC1.lower,MCMAC_TSC1.upper,Simulation_TSC
A1644,0.71,0.45,0.83,1.11,0.87,1.87,1.60
