ClusterName,MCMAC_TSC0,MCMAC_TSC0.lower,MCMAC_TSC0.upper,MCMAC_TSC1,MCMAC_TSC1.lower,MCMAC_TSC1.upper,Simulation_TSC
A1758,0.18,0.14,0.3,2.33,1.28,8.02,0.27
