ClusterName,MCMAC_TSC0,MCMAC_TSC0.lower,MCMAC_TSC0.upper,MCMAC_TSC1,MCMAC_TSC1.lower,MCMAC_TSC1.upper,Simulation_TSC,Simulation_TSC.lower,Simulation_TSC.upper
A1758,0.48,0.24,0.91,1.29,0.96,2.74,0.27,0,0
