ClusterName,MCMAC_TSC0,MCMAC_TSC0.lower,MCMAC_TSC0.upper,MCMAC_TSC1,MCMAC_TSC1.lower,MCMAC_TSC1.upper,Simulation_TSC
A2034,0.84,0.58,0.99,1.27,1.01,2.12,0.26
